OTUNumber,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,Size,OSD1,OSD10,OSD100_1m_depth,OSD100_20m_depth,OSD101,OSD50,OSD99
Otu08894,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_exigua,5,0,0,0,0,0,0,0
Otu08902,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,5,0,0,0,0,0,0,0
Otu09153,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,5,0,0,0,0,0,0,0
Otu09316,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Pirula,Pirula_salina,5,0,0,0,0,0,0,0
Otu09440,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Dilabifilum,Dilabifilum_arthropyreniae,5,0,0,0,0,0,0,0
Otu09711,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,4,0,0,0,0,0,0,0
Otu09876,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,,4,0,0,0,0,0,0,0
Otu09955,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,4,0,0,0,0,0,0,0
Otu10110,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,4,0,0,0,0,0,0,0
Otu10176,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Dilabifilum,Dilabifilum_sp.,4,0,0,0,0,0,0,0
Otu10271,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,4,0,0,0,0,0,0,0
Otu10373,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,4,0,0,0,0,0,0,0
Otu10397,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,4,0,0,0,0,0,0,0
Otu10804,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,4,0,0,0,0,0,0,0
Otu10957,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,4,0,0,0,0,0,0,0
Otu11405,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,3,0,0,0,0,0,0,0
Otu11442,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,3,0,0,0,0,0,0,0
Otu11592,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_X,Ulvophyceae_XX,Ulvophyceae_XXX,Ulvophyceae_XXX_sp.,3,0,0,0,0,0,0,0
Otu12131,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,3,0,0,0,0,0,0,0
Otu12211,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,3,0,0,0,0,0,0,0
Otu12385,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,3,0,0,0,0,0,0,0
Otu12541,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,3,0,0,0,0,0,0,0
Otu12857,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,3,0,0,0,0,0,0,0
Otu13560,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,2,0,0,0,0,0,0,0
Otu13934,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,,2,0,0,0,0,0,0,0
Otu13939,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu13947,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,2,0,0,0,0,0,0,0
Otu14212,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,2,0,0,0,0,0,0,0
Otu14315,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,2,0,0,0,0,0,0,0
Otu14349,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Protomonostroma,Protomonostroma_undulatum,2,0,0,0,0,0,0,0
Otu14426,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Dasycladales_X_unclassified,,2,0,0,0,0,0,0,0
Otu14454,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Oltmansiellopsidales,Oltmansiellopsidales_X,Dangemannia,Dangemannia_microcystis,2,0,0,0,0,0,0,0
Otu14516,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,2,0,0,0,0,0,0,0
Otu14611,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,2,0,0,0,0,0,0,0
Otu15222,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,2,0,0,0,0,0,0,0
Otu15394,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,2,0,0,0,0,0,0,0
Otu15485,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvophyceae_unclassified,Ulvophyceae_unclassified,Ulvophyceae_unclassified,,2,0,0,0,0,0,0,0
Otu15487,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,2,0,0,0,0,0,0,0
Otu15839,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,2,0,0,0,0,2,0,0
Otu15962,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,2,0,0,0,0,0,0,0
Otu16833,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,Acrochaete_leptochaete,2,0,0,0,0,0,0,0
Otu17296,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladales_X,Parvocaulis,Parvocaulis_parvula,2,0,0,0,0,0,0,0
Otu17707,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Acrochaete,,2,0,0,0,0,0,0,0
Otu18051,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_X_unclassified,,2,0,0,0,0,0,0,0
Otu18435,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Oltmansiellopsidales,Oltmansiellopsidales_X,Oltmannsiellopsis,,2,0,0,0,0,0,0,0
Otu18460,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Pseudendoclonium,Pseudendoclonium_printzii,2,0,0,0,0,0,0,0
Otu19374,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Phaeophila,Phaeophila_dendroides,2,0,0,0,0,0,0,0
